query_id,minilm_ndcg,minilm_mrr,minilm_precision,system_ndcg,system_mrr,system_precision,system,ndcg_delta_vs_minilm,mrr_delta_vs_minilm,precision_delta_vs_minilm
q019,0.5314417298384618,0.5,0.8,0.552206399716354,1.0,0.6,qwen3_embedding_0.6b,0.02076466987789216,0.5,-0.20000000000000007
q020,0.36939392620772976,1.0,0.4,0.4544585497349551,1.0,0.5,qwen3_embedding_0.6b,0.08506462352722532,0.0,0.09999999999999998
q021,0.21801641453242446,0.16666666666666666,0.3,0.2329726085570736,0.2,0.3,qwen3_embedding_0.6b,0.01495619402464915,0.033333333333333354,0.0
q022,0.532758931541152,1.0,0.7,0.5661917349043224,1.0,0.9,qwen3_embedding_0.6b,0.03343280336317045,0.0,0.20000000000000007
q023,0.8267618739379261,1.0,0.9,0.6036962984753526,1.0,0.8,qwen3_embedding_0.6b,-0.22306557546257355,0.0,-0.09999999999999998
q024,0.4578202666038144,1.0,0.2,0.41607037852292533,1.0,0.1,qwen3_embedding_0.6b,-0.041749888080889086,0.0,-0.1
q025,0.7507254855161793,1.0,0.9,0.785151833918697,1.0,1.0,qwen3_embedding_0.6b,0.03442634840251768,0.0,0.09999999999999998
q026,0.5711601909662336,1.0,0.6,0.604685538711841,1.0,0.5,qwen3_embedding_0.6b,0.03352534774560745,0.0,-0.09999999999999998
q027,0.8307078519737277,1.0,0.9,0.914856882358379,1.0,0.9,qwen3_embedding_0.6b,0.08414903038465138,0.0,0.0
q028,0.9432379215722527,1.0,1.0,0.5720634983558216,0.5,0.7,qwen3_embedding_0.6b,-0.3711744232164311,-0.5,-0.30000000000000004
q029,0.4138836150091173,1.0,0.6,0.4983325831386342,1.0,0.7,qwen3_embedding_0.6b,0.08444896812951691,0.0,0.09999999999999998
q030,0.4396592698888862,1.0,0.1,0.0,0.0,0.0,qwen3_embedding_0.6b,-0.4396592698888862,-1.0,-0.1
q031,0.5859914109963349,1.0,0.4,0.6868817639545539,1.0,0.5,qwen3_embedding_0.6b,0.10089035295821902,0.0,0.09999999999999998
q032,0.17155910524333215,0.2,0.2,0.18938307065113383,0.25,0.2,qwen3_embedding_0.6b,0.01782396540780168,0.04999999999999999,0.0
q033,0.7973791542685903,1.0,0.9,0.8705535336325771,1.0,0.9,qwen3_embedding_0.6b,0.07317437936398685,0.0,0.0
q034,0.13828930870401024,0.5,0.3,0.3191153976042769,0.3333333333333333,0.6,qwen3_embedding_0.6b,0.18082608890026663,-0.16666666666666669,0.3
q035,0.393758437646072,1.0,0.3,0.5637884576902256,1.0,0.4,qwen3_embedding_0.6b,0.17003002004415357,0.0,0.10000000000000003
q036,0.9881397591602158,1.0,0.9,0.8710280299388878,1.0,0.7,qwen3_embedding_0.6b,-0.11711172922132795,0.0,-0.20000000000000007
q037,0.6758704024811184,1.0,0.6,0.5965377185773229,1.0,0.5,qwen3_embedding_0.6b,-0.07933268390379555,0.0,-0.09999999999999998
q038,0.8611375561264455,1.0,0.9,0.7605591431973848,1.0,0.7,qwen3_embedding_0.6b,-0.10057841292906067,0.0,-0.20000000000000007
q039,1.0,1.0,0.1,1.0,1.0,0.1,qwen3_embedding_0.6b,0.0,0.0,0.0
q040,0.5159958223394444,1.0,1.0,0.5876482632580441,1.0,1.0,qwen3_embedding_0.6b,0.07165244091859968,0.0,0.0
q041,0.43332320239731226,1.0,1.0,0.38441023776109734,1.0,1.0,qwen3_embedding_0.6b,-0.04891296463621492,0.0,0.0
q042,0.34070375304690387,1.0,0.3,0.4600005936556762,1.0,0.5,qwen3_embedding_0.6b,0.11929684060877233,0.0,0.2
q043,0.4264120970358327,1.0,1.0,0.6678329028051815,1.0,1.0,qwen3_embedding_0.6b,0.24142080576934877,0.0,0.0
q044,1.0,1.0,1.0,0.8943286401726793,1.0,1.0,qwen3_embedding_0.6b,-0.10567135982732068,0.0,0.0
q045,0.7846170207230129,1.0,0.7,0.58874982024632,1.0,0.5,qwen3_embedding_0.6b,-0.19586720047669282,0.0,-0.19999999999999996
q046,1.0,1.0,1.0,1.0,1.0,1.0,qwen3_embedding_0.6b,0.0,0.0,0.0
q047,1.0,1.0,1.0,1.0,1.0,1.0,qwen3_embedding_0.6b,0.0,0.0,0.0
q048,0.955830517697074,1.0,1.0,1.0,1.0,1.0,qwen3_embedding_0.6b,0.044169482302926055,0.0,0.0
q049,0.5645252544249327,0.5,0.6,0.5880245754957205,0.5,0.7,qwen3_embedding_0.6b,0.023499321070787782,0.0,0.09999999999999998
q050,1.0,1.0,0.2,1.0,1.0,0.2,qwen3_embedding_0.6b,0.0,0.0,0.0
q051,0.9067533310829988,1.0,0.8,0.9442209357081816,1.0,0.8,qwen3_embedding_0.6b,0.03746760462518273,0.0,0.0
q052,0.9052116356304494,1.0,0.9,0.7605591431973848,1.0,0.7,qwen3_embedding_0.6b,-0.14465249243306455,0.0,-0.20000000000000007
q053,0.6661044668987254,1.0,0.6,0.5396660628953598,1.0,0.5,qwen3_embedding_0.6b,-0.1264384040033656,0.0,-0.09999999999999998
q054,0.8854598815714875,1.0,0.3,0.9060254355346824,1.0,0.3,qwen3_embedding_0.6b,0.020565553963194927,0.0,0.0
q055,1.0,1.0,1.0,1.0,1.0,1.0,qwen3_embedding_0.6b,0.0,0.0,0.0
q056,0.7273298443105218,1.0,0.6,0.84860265890399,1.0,0.8,qwen3_embedding_0.6b,0.12127281459346817,0.0,0.20000000000000007
